item_id,title,genres,release_year,release_year_parse_status,item_idx
697,Feeling Minnesota (1996),Drama|Romance,1996,parsed,439
700,Angus (1995),Comedy,1995,parsed,440
707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,1996,parsed,441
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,1996,parsed,442
709,Oliver & Company (1988),Animation|Children's,1988,parsed,443
711,Flipper (1996),Adventure|Children's,1996,parsed,444
714,Dead Man (1995),Western,1995,parsed,445
719,Multiplicity (1996),Comedy,1996,parsed,446
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,1996,parsed,447
724,"Craft, The (1996)",Drama|Horror,1996,parsed,448
725,"Great White Hype, The (1996)",Comedy,1996,parsed,449
728,Cold Comfort Farm (1995),Comedy,1995,parsed,450
733,"Rock, The (1996)",Action|Adventure|Thriller,1996,parsed,451
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,1994,parsed,452
736,Twister (1996),Action|Adventure|Romance|Thriller,1996,parsed,453
737,Barb Wire (1996),Action|Sci-Fi,1996,parsed,454
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,1995,parsed,455
742,Thinner (1996),Horror|Thriller,1996,parsed,456
743,Spy Hard (1996),Comedy,1996,parsed,457
745,"Close Shave, A (1995)",Animation|Comedy|Thriller,1995,parsed,458
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,1996,parsed,459
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,1963,parsed,460
761,"Phantom, The (1996)",Adventure,1996,parsed,461
762,Striptease (1996),Comedy|Crime,1996,parsed,462
764,Heavy (1995),Drama|Romance,1995,parsed,463
765,Jack (1996),Comedy|Drama,1996,parsed,464
766,I Shot Andy Warhol (1996),Drama,1996,parsed,465
778,Trainspotting (1996),Drama,1996,parsed,466
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,1996,parsed,467
781,Stealing Beauty (1996),Drama,1996,parsed,468
782,"Fan, The (1996)",Thriller,1996,parsed,469
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,1996,parsed,470
784,"Cable Guy, The (1996)",Comedy,1996,parsed,471
785,Kingpin (1996),Comedy,1996,parsed,472
786,Eraser (1996),Action|Thriller,1996,parsed,473
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,1996,parsed,474
798,Daylight (1996),Action|Adventure|Thriller,1996,parsed,475
799,"Frighteners, The (1996)",Comedy|Horror,1996,parsed,476
800,Lone Star (1996),Drama|Mystery,1996,parsed,477
801,Harriet the Spy (1996),Children's|Comedy,1996,parsed,478
802,Phenomenon (1996),Drama|Romance,1996,parsed,479
804,She's the One (1996),Comedy|Romance,1996,parsed,480
805,"Time to Kill, A (1996)",Drama,1996,parsed,481
809,Fled (1996),Action|Adventure,1996,parsed,482
810,Kazaam (1996),Children's|Comedy|Fantasy,1996,parsed,483
818,"Very Brady Sequel, A (1996)",Comedy,1996,parsed,484
829,Joe's Apartment (1996),Comedy|Musical,1996,parsed,485
830,"First Wives Club, The (1996)",Comedy,1996,parsed,486
832,Ransom (1996),Drama|Thriller,1996,parsed,487
833,High School High (1996),Comedy,1996,parsed,488
835,Foxfire (1996),Drama,1996,parsed,489
836,Chain Reaction (1996),Action|Adventure|Thriller,1996,parsed,490
837,Matilda (1996),Children's|Comedy,1996,parsed,491
838,Emma (1996),Comedy|Drama|Romance,1996,parsed,492
839,"Crow: City of Angels, The (1996)",Action|Thriller,1996,parsed,493
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,1996,parsed,494
848,"Spitfire Grill, The (1996)",Drama,1996,parsed,495
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1996,parsed,496
851,Basquiat (1996),Drama,1996,parsed,497
852,Tin Cup (1996),Comedy|Romance,1996,parsed,498
858,"Godfather, The (1972)",Action|Crime|Drama,1972,parsed,499
861,Supercop (1992),Action|Thriller,1992,parsed,500
866,Bound (1996),Crime|Drama|Romance|Thriller,1996,parsed,501
879,"Relic, The (1997)",Horror,1997,parsed,502
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,1996,parsed,503
881,First Kid (1996),Children's|Comedy,1996,parsed,504
886,Bulletproof (1996),Action,1996,parsed,505
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,1995,parsed,506
892,Twelfth Night (1996),Comedy|Drama|Romance,1996,parsed,507
893,Mother Night (1996),Drama,1996,parsed,508
897,For Whom the Bell Tolls (1943),Adventure|War,1943,parsed,509
898,"Philadelphia Story, The (1940)",Comedy|Romance,1940,parsed,510
899,Singin' in the Rain (1952),Musical|Romance,1952,parsed,511
900,"American in Paris, An (1951)",Musical|Romance,1951,parsed,512
901,Funny Face (1957),Comedy|Musical,1957,parsed,513
902,Breakfast at Tiffany's (1961),Drama|Romance,1961,parsed,514
903,Vertigo (1958),Mystery|Thriller,1958,parsed,515
904,Rear Window (1954),Mystery|Thriller,1954,parsed,516
905,It Happened One Night (1934),Comedy,1934,parsed,517
906,Gaslight (1944),Mystery|Thriller,1944,parsed,518
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,1934,parsed,519
908,North by Northwest (1959),Drama|Thriller,1959,parsed,520
909,"Apartment, The (1960)",Comedy|Drama,1960,parsed,521
910,Some Like It Hot (1959),Comedy|Crime,1959,parsed,522
911,Charade (1963),Comedy|Mystery|Romance|Thriller,1963,parsed,523
912,Casablanca (1942),Drama|Romance|War,1942,parsed,524
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1941,parsed,525
914,My Fair Lady (1964),Musical|Romance,1964,parsed,526
915,Sabrina (1954),Comedy|Romance,1954,parsed,527
916,Roman Holiday (1953),Comedy|Romance,1953,parsed,528
917,"Little Princess, The (1939)",Children's|Drama,1939,parsed,529
918,Meet Me in St. Louis (1944),Musical,1944,parsed,530
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,1939,parsed,531
920,Gone with the Wind (1939),Drama|Romance|War,1939,parsed,532
921,My Favorite Year (1982),Comedy,1982,parsed,533
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,1950,parsed,534
923,Citizen Kane (1941),Drama,1941,parsed,535
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,1968,parsed,536
926,All About Eve (1950),Drama,1950,parsed,537
927,"Women, The (1939)",Comedy,1939,parsed,538
928,Rebecca (1940),Romance|Thriller,1940,parsed,539
929,Foreign Correspondent (1940),Thriller,1940,parsed,540
930,Notorious (1946),Film-Noir|Romance|Thriller,1946,parsed,541
931,Spellbound (1945),Mystery|Romance|Thriller,1945,parsed,542
932,"Affair to Remember, An (1957)",Romance,1957,parsed,543
933,To Catch a Thief (1955),Comedy|Romance|Thriller,1955,parsed,544
934,Father of the Bride (1950),Comedy,1950,parsed,545
935,"Band Wagon, The (1953)",Comedy|Musical,1953,parsed,546
936,Ninotchka (1939),Comedy|Romance,1939,parsed,547
938,Gigi (1958),Musical,1958,parsed,548
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,1938,parsed,549
941,"Mark of Zorro, The (1940)",Adventure,1940,parsed,550
942,Laura (1944),Crime|Film-Noir|Mystery,1944,parsed,551
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,1947,parsed,552
944,Lost Horizon (1937),Drama,1937,parsed,553
945,Top Hat (1935),Comedy|Musical|Romance,1935,parsed,554
946,To Be or Not to Be (1942),Comedy|Drama|War,1942,parsed,555
947,My Man Godfrey (1936),Comedy,1936,parsed,556
948,Giant (1956),Drama,1956,parsed,557
949,East of Eden (1955),Drama,1955,parsed,558
950,"Thin Man, The (1934)",Mystery,1934,parsed,559
951,His Girl Friday (1940),Comedy,1940,parsed,560
952,Around the World in 80 Days (1956),Adventure|Comedy,1956,parsed,561
953,It's a Wonderful Life (1946),Drama,1946,parsed,562
954,Mr. Smith Goes to Washington (1939),Drama,1939,parsed,563
955,Bringing Up Baby (1938),Comedy,1938,parsed,564
965,"39 Steps, The (1935)",Thriller,1935,parsed,565
968,Night of the Living Dead (1968),Horror|Sci-Fi,1968,parsed,566
969,"African Queen, The (1951)",Action|Adventure|Romance|War,1951,parsed,567
971,Cat on a Hot Tin Roof (1958),Drama,1958,parsed,568
973,Meet John Doe (1941),Drama,1941,parsed,569
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,1930,parsed,570
982,Picnic (1955),Drama,1955,parsed,571
986,Fly Away Home (1996),Adventure|Children's,1996,parsed,572
988,Grace of My Heart (1996),Comedy|Drama,1996,parsed,573
991,Michael Collins (1996),Drama|War,1996,parsed,574
994,Big Night (1996),Drama,1996,parsed,575
996,Last Man Standing (1996),Action|Drama|Western,1996,parsed,576
998,Set It Off (1996),Action|Crime,1996,parsed,577
999,2 Days in the Valley (1996),Crime,1996,parsed,578
1003,Extreme Measures (1996),Drama|Thriller,1996,parsed,579
1004,"Glimmer Man, The (1996)",Action|Thriller,1996,parsed,580
1005,D3: The Mighty Ducks (1996),Children's|Comedy,1996,parsed,581
1006,"Chamber, The (1996)",Drama,1996,parsed,582
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,1975,parsed,583
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,1955,parsed,584
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,1975,parsed,585
1010,"Love Bug, The (1969)",Children's|Comedy,1969,parsed,586
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,1974,parsed,587
1012,Old Yeller (1957),Children's|Drama,1957,parsed,588
1013,"Parent Trap, The (1961)",Children's|Drama,1961,parsed,589
1014,Pollyanna (1960),Children's|Comedy|Drama,1960,parsed,590
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,1993,parsed,591
1016,"Shaggy Dog, The (1959)",Children's|Comedy,1959,parsed,592
1017,Swiss Family Robinson (1960),Adventure|Children's,1960,parsed,593
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,1965,parsed,594
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,1954,parsed,595
1020,Cool Runnings (1993),Comedy,1993,parsed,596
1021,Angels in the Outfield (1994),Children's|Comedy,1994,parsed,597
1022,Cinderella (1950),Animation|Children's|Musical,1950,parsed,598
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,1968,parsed,599
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,1945,parsed,600
1025,"Sword in the Stone, The (1963)",Animation|Children's,1963,parsed,601
1027,Robin Hood: Prince of Thieves (1991),Drama,1991,parsed,602
1028,Mary Poppins (1964),Children's|Comedy|Musical,1964,parsed,603
1029,Dumbo (1941),Animation|Children's|Musical,1941,parsed,604
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,1977,parsed,605
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,1971,parsed,606
1032,Alice in Wonderland (1951),Animation|Children's|Musical,1951,parsed,607
1033,"Fox and the Hound, The (1981)",Animation|Children's,1981,parsed,608
1034,Freeway (1996),Crime,1996,parsed,609
1035,"Sound of Music, The (1965)",Musical,1965,parsed,610
1036,Die Hard (1988),Action|Thriller,1988,parsed,611
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,1992,parsed,612
1041,Secrets & Lies (1996),Drama,1996,parsed,613
1042,That Thing You Do! (1996),Comedy,1996,parsed,614
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,1996,parsed,615
1046,Beautiful Thing (1996),Drama|Romance,1996,parsed,616
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,1996,parsed,617
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,1996,parsed,618
1050,Looking for Richard (1996),Documentary|Drama,1996,parsed,619
1051,Trees Lounge (1996),Drama,1996,parsed,620
1054,Get on the Bus (1996),Drama,1996,parsed,621
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,1996,parsed,622
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,1996,parsed,623
1060,Swingers (1996),Comedy|Drama,1996,parsed,624
1061,Sleepers (1996),Crime|Drama,1996,parsed,625
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,1996,parsed,626
1066,Shall We Dance? (1937),Comedy|Musical|Romance,1937,parsed,627
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,1944,parsed,628
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1971,parsed,629
1077,Sleeper (1973),Comedy|Sci-Fi,1973,parsed,630
1078,Bananas (1971),Comedy|War,1971,parsed,631
1079,"Fish Called Wanda, A (1988)",Comedy,1988,parsed,632
1080,Monty Python's Life of Brian (1979),Comedy,1979,parsed,633
1081,Victor/Victoria (1982),Comedy|Musical,1982,parsed,634
1082,"Candidate, The (1972)",Drama,1972,parsed,635
1083,"Great Race, The (1965)",Comedy|Musical,1965,parsed,636
1084,Bonnie and Clyde (1967),Crime|Drama,1967,parsed,637
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,1958,parsed,638
1086,Dial M for Murder (1954),Mystery|Thriller,1954,parsed,639
1088,Dirty Dancing (1987),Musical|Romance,1987,parsed,640
1089,Reservoir Dogs (1992),Crime|Thriller,1992,parsed,641
1090,Platoon (1986),Drama|War,1986,parsed,642
1091,Weekend at Bernie's (1989),Comedy,1989,parsed,643
1092,Basic Instinct (1992),Mystery|Thriller,1992,parsed,644
1093,"Doors, The (1991)",Drama|Musical,1991,parsed,645
1094,"Crying Game, The (1992)",Drama|Romance|War,1992,parsed,646
1095,Glengarry Glen Ross (1992),Drama,1992,parsed,647
1096,Sophie's Choice (1982),Drama,1982,parsed,648
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,1982,parsed,649
1099,"Christmas Carol, A (1938)",Drama,1938,parsed,650
1100,Days of Thunder (1990),Action|Romance,1990,parsed,651
1101,Top Gun (1986),Action|Romance,1986,parsed,652
1103,Rebel Without a Cause (1955),Drama,1955,parsed,653
1104,"Streetcar Named Desire, A (1951)",Drama,1951,parsed,654
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,1996,parsed,655
1120,"People vs. Larry Flynt, The (1996)",Drama,1996,parsed,656
1124,On Golden Pond (1981),Drama,1981,parsed,657
1125,"Return of the Pink Panther, The (1974)",Comedy,1974,parsed,658
1126,Drop Dead Fred (1991),Comedy|Fantasy,1991,parsed,659
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1989,parsed,660
1128,"Fog, The (1980)",Horror,1980,parsed,661
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1981,parsed,662
1130,"Howling, The (1980)",Horror,1980,parsed,663
1131,Jean de Florette (1986),Drama,1986,parsed,664
1132,Manon of the Spring (Manon des sources) (1986),Drama,1986,parsed,665
1135,Private Benjamin (1980),Comedy,1980,parsed,666
1136,Monty Python and the Holy Grail (1974),Comedy,1974,parsed,667
1147,When We Were Kings (1996),Documentary,1996,parsed,668
1148,"Wrong Trousers, The (1993)",Animation|Comedy,1993,parsed,669
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,1982,parsed,670
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,1979,parsed,671
1162,"Ruling Class, The (1972)",Comedy,1972,parsed,672
1167,Dear God (1996),Comedy,1996,parsed,673
1171,Bob Roberts (1992),Comedy,1992,parsed,674
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,1988,parsed,675
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,1989,parsed,676
1175,Delicatessen (1991),Comedy|Sci-Fi,1991,parsed,677
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,1991,parsed,678
1177,Enchanted April (1991),Drama,1991,parsed,679
1178,Paths of Glory (1957),Drama|War,1957,parsed,680
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,1990,parsed,681
1183,"English Patient, The (1996)",Drama|Romance|War,1996,parsed,682
1184,Mediterraneo (1991),Comedy|War,1991,parsed,683
1185,My Left Foot (1989),Drama,1989,parsed,684
1186,"Sex, Lies, and Videotape (1989)",Drama,1989,parsed,685
1187,Passion Fish (1992),Drama,1992,parsed,686
1188,Strictly Ballroom (1992),Comedy|Romance,1992,parsed,687
1189,"Thin Blue Line, The (1988)",Documentary,1988,parsed,688
1190,Tie Me Up! Tie Me Down! (1990),Drama,1990,parsed,689
1191,Madonna: Truth or Dare (1991),Documentary,1991,parsed,690
1192,Paris Is Burning (1990),Documentary,1990,parsed,691
1193,One Flew Over the Cuckoo's Nest (1975),Drama,1975,parsed,692
1194,Up in Smoke (1978),Comedy,1978,parsed,693
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,1980,parsed,694
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,1987,parsed,695
1198,Raiders of the Lost Ark (1981),Action|Adventure,1981,parsed,696
1199,Brazil (1985),Sci-Fi,1985,parsed,697
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,1986,parsed,698
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,1966,parsed,699
1202,Withnail and I (1987),Comedy,1987,parsed,700
1203,12 Angry Men (1957),Drama,1957,parsed,701
1204,Lawrence of Arabia (1962),Adventure|War,1962,parsed,702
1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,1986,parsed,703
1206,"Clockwork Orange, A (1971)",Sci-Fi,1971,parsed,704
1207,To Kill a Mockingbird (1962),Drama,1962,parsed,705
1208,Apocalypse Now (1979),Drama|War,1979,parsed,706
1209,Once Upon a Time in the West (1969),Western,1969,parsed,707
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,1983,parsed,708
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,1987,parsed,709
1212,"Third Man, The (1949)",Mystery|Thriller,1949,parsed,710
1213,GoodFellas (1990),Crime|Drama,1990,parsed,711
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,1979,parsed,712
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,1993,parsed,713
1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,1988,parsed,714
1217,Ran (1985),Drama|War,1985,parsed,715
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,1989,parsed,716
1219,Psycho (1960),Horror|Thriller,1960,parsed,717
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,1980,parsed,718
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,1974,parsed,719
1222,Full Metal Jacket (1987),Action|Drama|War,1987,parsed,720
1223,"Grand Day Out, A (1992)",Animation|Comedy,1992,parsed,721
1224,Henry V (1989),Drama|War,1989,parsed,722
1225,Amadeus (1984),Drama,1984,parsed,723
1226,"Quiet Man, The (1952)",Comedy|Romance,1952,parsed,724
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,1984,parsed,725
1228,Raging Bull (1980),Drama,1980,parsed,726
1230,Annie Hall (1977),Comedy|Romance,1977,parsed,727
1231,"Right Stuff, The (1983)",Drama,1983,parsed,728
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,1981,parsed,729
1234,"Sting, The (1973)",Comedy|Crime,1973,parsed,730
1235,Harold and Maude (1971),Comedy,1971,parsed,731
1236,Trust (1990),Comedy|Drama,1990,parsed,732
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,1957,parsed,733
1238,Local Hero (1983),Comedy,1983,parsed,734
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,1984,parsed,735
1241,Braindead (1992),Comedy|Horror,1992,parsed,736
1242,Glory (1989),Action|Drama|War,1989,parsed,737
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,1990,parsed,738
1244,Manhattan (1979),Comedy|Drama|Romance,1979,parsed,739
1245,Miller's Crossing (1990),Drama,1990,parsed,740
1246,Dead Poets Society (1989),Drama,1989,parsed,741
1247,"Graduate, The (1967)",Drama|Romance,1967,parsed,742
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1958,parsed,743
1249,Nikita (La Femme Nikita) (1990),Thriller,1990,parsed,744
1250,"Bridge on the River Kwai, The (1957)",Drama|War,1957,parsed,745
1251,8 1/2 (1963),Drama,1963,parsed,746
1252,Chinatown (1974),Film-Noir|Mystery|Thriller,1974,parsed,747
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,1951,parsed,748
1254,"Treasure of the Sierra Madre, The (1948)",Adventure,1948,parsed,749
1256,Duck Soup (1933),Comedy|War,1933,parsed,750
1257,Better Off Dead... (1985),Comedy,1985,parsed,751
1258,"Shining, The (1980)",Horror,1980,parsed,752
1259,Stand by Me (1986),Adventure|Comedy|Drama,1986,parsed,753
1260,M (1931),Crime|Film-Noir|Thriller,1931,parsed,754
1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,1987,parsed,755
1262,"Great Escape, The (1963)",Adventure|War,1963,parsed,756
1263,"Deer Hunter, The (1978)",Drama|War,1978,parsed,757
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,1981,parsed,758
1265,Groundhog Day (1993),Comedy|Romance,1993,parsed,759
1266,Unforgiven (1992),Western,1992,parsed,760
1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,1962,parsed,761
1268,Pump Up the Volume (1990),Drama,1990,parsed,762
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,1944,parsed,763
1270,Back to the Future (1985),Comedy|Sci-Fi,1985,parsed,764
1271,Fried Green Tomatoes (1991),Drama,1991,parsed,765
1272,Patton (1970),Drama|War,1970,parsed,766
1273,Down by Law (1986),Comedy|Drama,1986,parsed,767
1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,1988,parsed,768
1275,Highlander (1986),Action|Adventure,1986,parsed,769
1276,Cool Hand Luke (1967),Comedy|Drama,1967,parsed,770
1277,Cyrano de Bergerac (1990),Action|Drama|Romance,1990,parsed,771
1278,Young Frankenstein (1974),Comedy|Horror,1974,parsed,772
1279,Night on Earth (1991),Comedy|Drama,1991,parsed,773
1280,Raise the Red Lantern (1991),Drama,1991,parsed,774
1281,"Great Dictator, The (1940)",Comedy,1940,parsed,775
1282,Fantasia (1940),Animation|Children's|Musical,1940,parsed,776
1283,High Noon (1952),Western,1952,parsed,777
1284,"Big Sleep, The (1946)",Film-Noir|Mystery,1946,parsed,778
1285,Heathers (1989),Comedy,1989,parsed,779
1286,Somewhere in Time (1980),Drama|Romance,1980,parsed,780
1287,Ben-Hur (1959),Action|Adventure|Drama,1959,parsed,781
1288,This Is Spinal Tap (1984),Comedy|Drama|Musical,1984,parsed,782
1289,Koyaanisqatsi (1983),Documentary|War,1983,parsed,783
1290,Some Kind of Wonderful (1987),Drama|Romance,1987,parsed,784
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,1989,parsed,785
1292,Being There (1979),Comedy,1979,parsed,786
1293,Gandhi (1982),Drama,1982,parsed,787
1294,M*A*S*H (1970),Comedy|War,1970,parsed,788
1295,"Unbearable Lightness of Being, The (1988)",Drama,1988,parsed,789
1296,"Room with a View, A (1986)",Drama|Romance,1986,parsed,790
1297,Real Genius (1985),Comedy,1985,parsed,791
1298,Pink Floyd - The Wall (1982),Drama|Musical|War,1982,parsed,792
1299,"Killing Fields, The (1984)",Drama|War,1984,parsed,793
1300,My Life as a Dog (Mitt liv som hund) (1985),Drama,1985,parsed,794
1301,Forbidden Planet (1956),Sci-Fi,1956,parsed,795
1302,Field of Dreams (1989),Drama,1989,parsed,796
1303,"Man Who Would Be King, The (1975)",Adventure,1975,parsed,797
1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,1969,parsed,798
1305,"Paris, Texas (1984)",Drama,1984,parsed,799
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,1991,parsed,800
1307,When Harry Met Sally... (1989),Comedy|Romance,1989,parsed,801
1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,1992,parsed,802
1321,"American Werewolf in London, An (1981)",Horror,1981,parsed,803
1327,"Amityville Horror, The (1979)",Horror,1979,parsed,804
1330,April Fool's Day (1986),Comedy|Horror,1986,parsed,805
1332,"Believers, The (1987)",Horror|Thriller,1987,parsed,806
1333,"Birds, The (1963)",Horror,1963,parsed,807
1334,"Blob, The (1958)",Horror|Sci-Fi,1958,parsed,808
1337,"Body Snatcher, The (1945)",Horror,1945,parsed,809
1339,Bram Stoker's Dracula (1992),Horror|Romance,1992,parsed,810
1340,Bride of Frankenstein (1935),Horror,1935,parsed,811
1342,Candyman (1992),Horror,1992,parsed,812
1343,Cape Fear (1991),Thriller,1991,parsed,813
1344,Cape Fear (1962),Film-Noir|Thriller,1962,parsed,814
1345,Carrie (1976),Horror,1976,parsed,815
1346,Cat People (1982),Horror,1982,parsed,816
1347,"Nightmare on Elm Street, A (1984)",Horror,1984,parsed,817
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,1922,parsed,818
1350,"Omen, The (1976)",Horror,1976,parsed,819
1352,Albino Alligator (1996),Crime|Thriller,1996,parsed,820
1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance,1996,parsed,821
1354,Breaking the Waves (1996),Drama,1996,parsed,822
1355,Nightwatch (1997),Horror|Thriller,1997,parsed,823
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,1996,parsed,824
1357,Shine (1996),Drama|Romance,1996,parsed,825
1358,Sling Blade (1996),Drama|Thriller,1996,parsed,826
1359,Jingle All the Way (1996),Adventure|Children's|Comedy,1996,parsed,827
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,1996,parsed,828
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,1970,parsed,829
1363,"Preacher's Wife, The (1996)",Drama,1996,parsed,830
1366,"Crucible, The (1996)",Drama,1996,parsed,831
1367,101 Dalmatians (1996),Children's|Comedy,1996,parsed,832
1370,Die Hard 2 (1990),Action|Thriller,1990,parsed,833
1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,1979,parsed,834
1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,1991,parsed,835
1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,1989,parsed,836
1374,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,1982,parsed,837
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,1984,parsed,838
1376,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,1986,parsed,839
1377,Batman Returns (1992),Action|Adventure|Comedy|Crime,1992,parsed,840
1378,Young Guns (1988),Action|Comedy|Western,1988,parsed,841
1379,Young Guns II (1990),Action|Comedy|Western,1990,parsed,842
1380,Grease (1978),Comedy|Musical|Romance,1978,parsed,843
1381,Grease 2 (1982),Comedy|Musical|Romance,1982,parsed,844
1382,Marked for Death (1990),Action|Drama,1990,parsed,845
1385,Under Siege (1992),Action,1992,parsed,846
1387,Jaws (1975),Action|Horror,1975,parsed,847
1388,Jaws 2 (1978),Action|Horror,1978,parsed,848
1389,Jaws 3-D (1983),Action|Horror,1983,parsed,849
1390,My Fellow Americans (1996),Comedy,1996,parsed,850
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,1996,parsed,851
1392,Citizen Ruth (1996),Comedy|Drama,1996,parsed,852
1393,Jerry Maguire (1996),Drama|Romance,1996,parsed,853
1394,Raising Arizona (1987),Comedy,1987,parsed,854
