item_id,interaction_count,cohort,item_idx
1343,687,old_train,813
1344,361,old_validation,814
1345,567,old_train,815
1346,174,new,816
1347,451,old_train,817
1348,238,old_validation,818
1349,14,excluded_rated,
1350,409,old_train,819
1351,35,excluded_rated,
1352,94,new,820
1353,188,new,821
1354,267,old_validation,822
1355,77,new,823
1356,1310,old_train,824
1357,548,old_validation,825
1358,1177,old_validation,826
1359,222,old_train,827
1360,2,excluded_rated,
1361,159,new,828
1362,100,new,829
1363,112,new,830
1364,2,excluded_rated,
1365,58,excluded_rated,
1366,108,new,831
1367,364,old_train,832
1368,0,unrated,
1369,5,excluded_rated,
1370,1135,old_validation,833
1371,792,old_train,834
1372,1001,old_train,835
1373,613,old_validation,836
1374,1448,old_train,837
1375,927,old_train,838
1376,1126,old_train,839
1377,1031,old_validation,840
1378,562,old_train,841
1379,369,old_validation,842
1380,817,old_train,843
1381,303,old_train,844
1382,127,new,845
1383,11,excluded_rated,
1384,6,excluded_rated,
1385,461,old_train,846
1386,1,excluded_rated,
1387,1697,old_train,847
1388,370,old_train,848
1389,210,old_train,849
1390,121,new,850
1391,1074,old_train,851
1392,219,old_train,852
1393,1353,old_train,853
1394,1434,old_validation,854
1395,295,old_train,855
1396,1091,old_train,856
1397,63,new,857
1398,63,new,858
1399,104,new,859
1400,0,unrated,
1401,162,new,860
1404,76,new,861
1405,475,old_train,862
1406,24,excluded_rated,
1407,886,old_train,863
1408,975,old_validation,864
1409,392,old_train,865
1410,90,new,866
1411,382,old_train,867
1412,20,excluded_rated,
1413,50,excluded_rated,
1414,168,new,868
1415,36,excluded_rated,
1416,282,old_validation,869
1417,43,excluded_rated,
1419,136,new,870
1420,7,excluded_rated,
1421,22,excluded_rated,
1422,281,old_train,871
1423,14,excluded_rated,
1424,0,unrated,
1425,168,new,872
1426,23,excluded_rated,
1427,51,excluded_rated,
1428,52,excluded_rated,
1429,297,old_train,873
1430,1,excluded_rated,
1431,232,old_train,874
1432,100,new,875
1433,5,excluded_rated,
1434,2,excluded_rated,
1436,9,excluded_rated,
1437,21,excluded_rated,
1438,321,old_train,876
1439,46,excluded_rated,
1440,81,new,877
1441,481,old_train,878
1442,71,new,879
1443,0,unrated,
1444,8,excluded_rated,
1445,156,new,880
1446,189,new,881
1447,49,excluded_rated,
1448,0,unrated,
1449,462,old_train,882
1450,14,excluded_rated,
1453,148,new,883
1454,82,new,884
1455,22,excluded_rated,
1456,64,new,885
1457,266,old_train,886
1458,24,excluded_rated,
1459,380,old_train,887
1460,94,new,888
1461,216,old_train,889
1462,0,unrated,
1463,34,excluded_rated,
1464,145,new,890
1465,126,new,891
1466,719,old_train,892
1467,0,unrated,
1468,144,new,893
1470,1,excluded_rated,
1471,5,excluded_rated,
1472,48,excluded_rated,
1473,40,excluded_rated,
1474,146,new,894
1475,81,new,895
1476,499,old_train,896
1477,27,excluded_rated,
1479,563,old_train,897
1480,265,old_train,898
1482,63,new,899
1483,141,new,900
1484,124,new,901
1485,666,old_train,902
1486,7,excluded_rated,
1487,162,new,903
1488,288,old_validation,904
1489,37,excluded_rated,
1490,26,excluded_rated,
1493,17,excluded_rated,
1494,19,excluded_rated,
1495,44,excluded_rated,
1496,25,excluded_rated,
1497,48,excluded_rated,
1498,131,new,905
1499,399,old_train,906
1500,1136,old_train,907
1501,18,excluded_rated,
1502,13,excluded_rated,
1503,145,new,908
1504,16,excluded_rated,
1507,42,excluded_rated,
1508,36,excluded_rated,
1509,21,excluded_rated,
1510,2,excluded_rated,
1511,24,excluded_rated,
1513,755,old_train,909
1514,7,excluded_rated,
1515,181,new,910
1516,52,excluded_rated,
1517,1205,old_train,911
1518,354,old_train,912
1519,6,excluded_rated,
1520,15,excluded_rated,
1522,7,excluded_rated,
1523,57,excluded_rated,
1524,0,unrated,
1525,44,excluded_rated,
1526,88,new,913
1527,1377,old_validation,914
1528,2,excluded_rated,
1529,31,excluded_rated,
1531,11,excluded_rated,
1532,6,excluded_rated,
1533,24,excluded_rated,
1534,6,excluded_rated,
1535,103,new,915
1537,350,old_validation,916
1538,6,excluded_rated,
1539,11,excluded_rated,
1541,240,old_validation,917
1542,238,old_train,918
1543,7,excluded_rated,
1544,1255,old_train,919
1545,73,new,920
1546,49,excluded_rated,
1547,37,excluded_rated,
1548,2,excluded_rated,
1549,19,excluded_rated,
1550,71,new,921
1551,36,excluded_rated,
1552,954,old_train,922
1553,4,excluded_rated,
1554,138,new,923
1555,2,excluded_rated,
1556,367,old_train,924
1557,0,unrated,
1558,2,excluded_rated,
1559,0,unrated,
1561,4,excluded_rated,
1562,606,old_train,925
1563,40,excluded_rated,
1564,36,excluded_rated,
1565,17,excluded_rated,
1566,469,old_validation,926
1567,9,excluded_rated,
1568,0,unrated,
1569,820,old_train,927
1570,23,excluded_rated,
1571,45,excluded_rated,
1572,26,excluded_rated,
1573,1421,old_validation,928
1574,15,excluded_rated,
1575,14,excluded_rated,
1577,0,unrated,
1578,0,unrated,
1579,1,excluded_rated,
1580,2538,old_train,929
1581,59,excluded_rated,
1582,60,excluded_rated,
1583,27,excluded_rated,
1584,1382,old_validation,930
1585,28,excluded_rated,
1586,557,old_train,931
1587,572,old_train,932
1588,289,old_train,933
1589,492,old_train,934
1590,498,old_validation,935
1591,475,old_train,936
1592,112,new,937
1593,162,new,938
1594,307,old_validation,939
1595,65,new,940
1596,32,excluded_rated,
1597,811,old_train,941
1598,111,new,942
1599,67,new,943
1600,84,new,944
1601,75,new,945
1602,43,excluded_rated,
1603,348,old_train,946
1604,65,new,947
1605,88,new,948
1606,109,new,949
1608,1076,old_train,950
1609,55,excluded_rated,
1610,1652,old_train,951
1611,236,old_train,952
1612,55,excluded_rated,
1613,30,excluded_rated,
1614,428,old_train,953
1615,227,old_train,954
1616,395,old_train,955
1617,2288,old_train,956
1619,362,old_train,957
1620,395,old_train,958
1621,85,new,959
1622,5,excluded_rated,
1623,128,new,960
1624,50,excluded_rated,
1625,882,old_train,961
1626,81,new,962
1627,250,old_validation,963
1628,0,unrated,
1629,109,new,964
1630,1,excluded_rated,
1631,49,excluded_rated,
1632,20,excluded_rated,
1633,266,old_train,965
1635,507,old_train,966
1636,5,excluded_rated,
1639,966,old_train,967
1640,84,new,968
1641,1199,old_train,969
1642,74,new,970
1643,265,old_train,971
1644,475,old_validation,972
1645,826,old_train,973
1646,88,new,974
1647,90,new,975
1648,194,new,976
1649,189,new,977
1650,50,excluded_rated,
1651,17,excluded_rated,
1652,4,excluded_rated,
1653,1077,old_train,978
1654,87,new,979
1655,77,new,980
1656,14,excluded_rated,
1657,20,excluded_rated,
1658,116,new,981
1659,7,excluded_rated,
1660,179,new,982
1661,88,new,983
1662,20,excluded_rated,
1663,740,old_train,984
1664,5,excluded_rated,
1665,200,excluded_rated,
1666,20,excluded_rated,
1667,113,new,985
1668,39,excluded_rated,
1669,37,excluded_rated,
1670,82,new,986
1671,22,excluded_rated,
1672,321,old_validation,987
1673,1128,old_train,988
1674,1046,old_train,989
1675,11,excluded_rated,
1676,1163,old_train,990
1677,37,excluded_rated,
1678,474,old_train,991
1679,24,excluded_rated,
1680,464,old_train,992
1681,134,new,993
1682,1005,old_train,994
1683,218,old_train,995
1684,58,excluded_rated,
1685,6,excluded_rated,
1686,109,new,996
1687,337,old_train,997
1688,304,old_train,998
1689,252,old_train,999
1690,779,old_train,1000
1692,20,excluded_rated,
1693,351,old_train,1001
1694,471,old_train,1002
1695,32,excluded_rated,
1696,28,excluded_rated,
1697,0,unrated,
1698,0,unrated,
1699,155,new,1003
1701,284,old_validation,1004
1702,302,old_train,1005
1703,62,new,1006
1704,1548,old_train,1007
1705,0,unrated,
1706,0,unrated,
1707,154,new,1008
1708,0,unrated,
1709,1,excluded_rated,
1710,0,unrated,
1711,628,old_train,1009
1713,231,old_train,1010
1714,1,excluded_rated,
1715,13,excluded_rated,
1716,0,unrated,
1717,455,old_train,1011
1718,7,excluded_rated,
1719,381,old_train,1012
1720,7,excluded_rated,
1721,1546,old_train,1013
1722,862,old_train,1014
1723,0,unrated,
1724,1,excluded_rated,
1725,23,excluded_rated,
1726,137,new,1015
1727,210,old_train,1016
1728,22,excluded_rated,
1729,724,old_train,1017
1730,176,new,1018
1731,64,new,1019
1732,1097,old_train,1020
1733,82,new,1021
1734,201,old_train,1022
1735,263,old_train,1023
1738,0,unrated,
1739,47,excluded_rated,
1740,0,unrated,
1741,5,excluded_rated,
1742,0,unrated,
1743,11,excluded_rated,
1744,77,new,1024
1746,55,excluded_rated,
1747,907,old_train,1025
1748,874,old_train,1026
1749,10,excluded_rated,
1750,63,new,1027
1752,206,old_train,1028
1753,198,new,1029
1754,388,old_train,1030
1755,30,excluded_rated,
1756,51,excluded_rated,
1757,0,unrated,
1758,100,new,1031
1759,51,excluded_rated,
1760,190,new,1032
1762,227,old_train,1033
1764,1,excluded_rated,
1765,0,unrated,
1767,26,excluded_rated,
1768,0,unrated,
1769,319,old_validation,1034
1770,19,excluded_rated,
1771,47,excluded_rated,
1772,230,old_validation,1035
1773,2,excluded_rated,
1774,0,unrated,
1776,0,unrated,
1777,909,old_validation,1036
1779,541,old_train,1037
1780,8,excluded_rated,
1781,0,unrated,
1782,8,excluded_rated,
1783,220,old_validation,1038
1784,1424,old_train,1039
1785,180,new,1040
1787,2,excluded_rated,
1788,91,new,1041
1789,0,unrated,
1791,53,excluded_rated,
1792,448,old_train,1042
1793,13,excluded_rated,
1794,151,new,1043
1795,2,excluded_rated,
1796,5,excluded_rated,
1797,167,new,1044
1798,42,excluded_rated,
1799,213,old_validation,1045
1801,391,old_train,1046
1804,119,new,1047
1805,626,old_train,1048
1806,168,new,1049
1807,17,excluded_rated,
1809,36,excluded_rated,
1810,353,old_train,1050
1811,13,excluded_rated,
1812,44,excluded_rated,
1814,25,excluded_rated,
1815,1,excluded_rated,
1816,101,new,1051
1817,12,excluded_rated,
1819,0,unrated,
1820,1,excluded_rated,
1821,211,old_train,1052
1822,21,excluded_rated,
1824,104,new,1053
1825,33,excluded_rated,
1826,40,excluded_rated,
1827,102,new,1054
1829,37,excluded_rated,
1830,1,excluded_rated,
1831,667,old_train,1055
1832,1,excluded_rated,
1833,264,old_train,1056
1834,493,old_validation,1057
1835,366,old_train,1058
1836,135,new,1059
1837,64,new,1060
1839,69,new,1061
1840,160,new,1062
1841,95,new,1063
1842,2,excluded_rated,
1843,1,excluded_rated,
1844,29,excluded_rated,
1845,301,old_train,1064
1846,20,excluded_rated,
1847,0,unrated,
1848,177,new,1065
1849,7,excluded_rated,
1850,13,excluded_rated,
1851,2,excluded_rated,
1852,1,excluded_rated,
1853,17,excluded_rated,
1854,48,excluded_rated,
1855,108,new,1066
1856,72,new,1067
1857,24,excluded_rated,
1858,172,new,1068
1859,32,excluded_rated,
1860,44,excluded_rated,
1861,3,excluded_rated,
1862,198,new,1069
1863,142,new,1070
1864,11,excluded_rated,
1865,54,excluded_rated,
1866,189,new,1071
1867,38,excluded_rated,
1868,2,excluded_rated,
1869,51,excluded_rated,
1870,72,new,1072
1871,4,excluded_rated,
1872,10,excluded_rated,
1873,259,old_train,1073
1874,27,excluded_rated,
1875,164,new,1074
1876,895,old_train,1075
1877,4,excluded_rated,
1878,11,excluded_rated,
1879,22,excluded_rated,
1880,26,excluded_rated,
1881,68,new,1076
1882,499,old_train,1077
1883,664,old_train,1078
1884,298,old_train,1079
1885,608,old_train,1080
1886,4,excluded_rated,
1887,60,excluded_rated,
1888,387,old_train,1081
1889,49,excluded_rated,
1890,7,excluded_rated,
1891,9,excluded_rated,
1892,401,old_train,1082
1893,21,excluded_rated,
1894,471,old_validation,1083
1895,306,old_train,1084
1896,47,excluded_rated,
1897,133,new,1085
1898,14,excluded_rated,
1899,10,excluded_rated,
1900,61,new,1086
1901,5,excluded_rated,
1902,30,excluded_rated,
1903,6,excluded_rated,
1904,113,new,1087
1905,2,excluded_rated,
1906,32,excluded_rated,
1907,490,old_validation,1088
1908,1,excluded_rated,
1909,996,old_train,1089
1910,41,excluded_rated,
1911,527,old_train,1090
1912,908,old_train,1091
1913,167,new,1092
1914,372,old_train,1093
1915,1,excluded_rated,
1916,354,old_train,1094
1917,1110,old_train,1095
1918,669,old_validation,1096
1919,116,new,1097
1920,364,old_train,1098
1921,613,old_train,1099
1922,52,excluded_rated,
1923,1371,old_train,1100
1924,249,old_train,1101
1925,45,excluded_rated,
1926,32,excluded_rated,
1927,268,old_train,1102
1928,29,excluded_rated,
1929,84,new,1103
1930,5,excluded_rated,
1931,225,old_train,1104
1932,36,excluded_rated,
1933,21,excluded_rated,
1934,77,new,1105
1935,107,new,1106
1936,82,new,1107
1937,63,new,1108
1938,122,new,1109
1939,236,old_train,1110
1940,91,new,1111
1941,113,new,1112
1942,119,new,1113
1943,61,new,1114
1944,364,old_train,1115
1945,519,old_validation,1116
1946,205,old_train,1117
1947,761,old_train,1118
1948,198,new,1119
1949,219,old_train,1120
1950,348,old_train,1121
1951,213,old_train,1122
1952,663,old_train,1123
1953,861,old_train,1124
1954,1129,old_train,1125
1955,452,old_train,1126
1956,507,old_validation,1127
1957,634,old_train,1128
1958,530,old_train,1129
1959,626,old_train,1130
1960,636,old_train,1131
1961,1330,old_validation,1132
1962,652,old_train,1133
1963,252,old_validation,1134
1964,302,old_train,1135
1965,751,old_train,1136
1966,198,new,1137
1967,554,old_train,1138
1968,1539,old_train,1139
1969,274,old_train,1140
1970,268,old_train,1141
1971,242,old_train,1142
1972,200,excluded_rated,
1973,215,old_train,1143
1974,317,old_train,1144
1975,171,new,1145
1976,199,new,1146
1977,169,new,1147
1978,114,new,1148
1979,112,new,1149
1980,91,new,1150
1981,99,new,1151
1982,506,old_train,1152
1983,195,new,1153
1984,105,new,1154
1985,129,new,1155
1986,127,new,1156
1987,91,new,1157
1988,51,excluded_rated,
1989,15,excluded_rated,
1990,16,excluded_rated,
1991,239,old_train,1158
1992,133,new,1159
1993,97,new,1160
1994,795,old_train,1161
1995,182,new,1162
1996,112,new,1163
1997,885,old_train,1164
1998,113,new,1165
1999,127,new,1166
2000,1627,old_train,1167
2001,1011,old_train,1168
2002,802,old_train,1169
2003,776,old_train,1170
2004,372,old_train,1171
2005,716,old_train,1172
2006,983,old_validation,1173
2007,65,new,1174
2008,15,excluded_rated,
2009,422,old_train,1175
2010,388,old_train,1176
2011,1158,old_train,1177
2012,1148,old_train,1178
2013,622,old_validation,1179
2014,180,new,1180
2015,380,old_train,1181
2016,109,new,1182
2017,162,new,1183
2018,589,old_train,1184
2019,628,old_train,1185
2020,773,old_train,1186
2021,789,old_validation,1187
2022,254,old_train,1188
2023,774,old_train,1189
2024,148,new,1190
2025,221,old_train,1191
2026,161,new,1192
2027,129,new,1193
2028,2653,old_train,1194
2029,76,new,1195
2030,0,unrated,
2031,37,excluded_rated,
2032,40,excluded_rated,
2033,200,excluded_rated,
2034,295,old_train,1196
2035,57,excluded_rated,
2036,96,new,1197
2037,54,excluded_rated,
2038,198,new,1198
2039,1,excluded_rated,
2040,128,new,1199
2041,145,new,1200
2042,193,new,1201
2043,158,new,1202
2044,52,excluded_rated,
2045,55,excluded_rated,
2046,536,old_train,1203
2047,22,excluded_rated,
2048,131,new,1204
2049,37,excluded_rated,
2050,104,new,1205
2051,101,new,1206
2052,183,new,1207
2053,381,old_train,1208
2054,1045,old_validation,1209
2055,42,excluded_rated,
2056,18,excluded_rated,
2057,91,new,1210
2058,799,old_train,1211
2059,268,old_train,1212
2060,183,new,1213
2061,7,excluded_rated,
2062,70,new,1214
2063,8,excluded_rated,
2064,798,old_train,1215
2065,479,old_train,1216
2066,106,new,1217
2067,564,old_train,1218
2068,128,new,1219
2069,140,new,1220
2070,264,old_train,1221
2071,171,new,1222
2072,303,old_train,1223
2073,66,new,1224
2074,21,excluded_rated,
2075,81,new,1225
2076,654,old_train,1226
2077,154,new,1227
2078,664,old_validation,1228
2079,14,excluded_rated,
2080,864,old_train,1229
2081,1035,old_validation,1230
2082,361,old_train,1231
2083,262,old_train,1232
2084,93,new,1233
2085,565,old_train,1234
2086,29,excluded_rated,
2087,594,old_validation,1235
2088,471,old_train,1236
2089,239,old_train,1237
2090,249,old_train,1238
2091,186,new,1239
2092,163,new,1240
2093,276,old_train,1241
2094,736,old_train,1242
2095,113,new,1243
2096,511,old_train,1244
2097,213,old_train,1245
2098,76,new,1246
2099,221,old_train,1247
2100,1163,old_train,1248
2101,15,excluded_rated,
2102,197,new,1249
2103,37,excluded_rated,
2104,53,excluded_rated,
2105,970,old_train,1250
2106,185,new,1251
2107,199,new,1252
2108,825,old_train,1253
2109,573,old_train,1254
2110,367,old_train,1255
2111,312,old_train,1256
2112,346,old_validation,1257
2113,79,new,1258
2114,256,old_train,1259
2115,1127,old_train,1260
2116,438,old_train,1261
2117,278,old_train,1262
2118,363,old_train,1263
2119,147,new,1264
2120,242,old_validation,1265
2121,245,old_train,1266
2122,233,old_train,1267
2123,215,old_train,1268
2124,714,old_train,1269
2125,416,old_train,1270
2126,495,old_train,1271
2127,4,excluded_rated,
2128,25,excluded_rated,
2129,8,excluded_rated,
2130,304,old_validation,1272
2131,30,excluded_rated,
2132,297,old_train,1273
2133,541,old_train,1274
2134,510,old_train,1275
2135,238,old_train,1276
2136,222,old_train,1277
2137,497,old_train,1278
2138,305,old_validation,1279
2139,369,old_train,1280
2140,710,old_train,1281
2141,404,old_train,1282
2142,201,old_train,1283
2143,355,old_train,1284
2144,719,old_train,1285
2145,693,old_validation,1286
2146,352,old_validation,1287
2147,231,old_train,1288
2148,166,new,1289
2149,103,new,1290
2150,695,old_train,1291
2151,128,new,1292
2152,69,new,1293
2153,288,old_train,1294
2154,140,new,1295
2155,267,old_train,1296
2156,9,excluded_rated,
2157,20,excluded_rated,
2158,20,excluded_rated,
2159,219,old_train,1297
2160,712,old_train,1298
2161,699,old_validation,1299
2162,177,new,1300
2163,206,old_train,1301
2164,20,excluded_rated,
2165,109,new,1302
2166,144,new,1303
2167,809,old_train,1304
2168,79,new,1305
2169,130,new,1306
2170,123,new,1307
2171,196,new,1308
2172,4,excluded_rated,
2173,110,new,1309
2174,1495,old_train,1310
2175,18,excluded_rated,
2176,191,new,1311
2177,83,new,1312
2178,95,new,1313
2179,39,excluded_rated,
2180,58,excluded_rated,
2181,118,new,1314
2182,98,new,1315
2183,179,new,1316
2184,147,new,1317
2185,17,excluded_rated,
2186,482,old_train,1318
2187,26,excluded_rated,
2188,259,old_train,1319
2189,21,excluded_rated,
2190,52,excluded_rated,
2191,10,excluded_rated,
2192,7,excluded_rated,
2193,802,old_train,1320
2194,1127,old_train,1321
2195,135,new,1322
2196,27,excluded_rated,
2197,11,excluded_rated,
2198,2,excluded_rated,
2199,0,unrated,
2200,8,excluded_rated,
2201,20,excluded_rated,
2202,213,old_train,1323
2203,233,old_train,1324
2204,89,new,1325
2205,33,excluded_rated,
2206,167,new,1326
2207,8,excluded_rated,
2208,199,new,1327
2209,10,excluded_rated,
2210,54,excluded_rated,
2211,19,excluded_rated,
2212,128,new,1328
2213,1,excluded_rated,
2214,1,excluded_rated,
2215,12,excluded_rated,
2216,0,unrated,
2217,1,excluded_rated,
2218,1,excluded_rated,
2219,10,excluded_rated,
2220,0,unrated,
2221,11,excluded_rated,
2222,0,unrated,
2223,3,excluded_rated,
2224,0,unrated,
2225,0,unrated,
2226,1,excluded_rated,
2227,21,excluded_rated,
2228,0,unrated,
2229,0,unrated,
2230,0,unrated,
2231,345,old_train,1329
2232,233,old_validation,1330
2233,5,excluded_rated,
2234,8,excluded_rated,
2235,1,excluded_rated,
2236,202,old_train,1331
2237,44,excluded_rated,
2238,77,new,1332
2239,97,new,1333
2240,238,old_train,1334
2241,129,new,1335
2242,6,excluded_rated,
2243,789,old_train,1336
2244,7,excluded_rated,
2245,514,old_train,1337
2246,14,excluded_rated,
2247,365,old_validation,1338
2248,914,old_train,1339
2249,239,old_train,1340
2250,62,new,1341
2251,2,excluded_rated,
2252,186,new,1342
2253,440,old_train,1343
2254,1,excluded_rated,
2255,79,new,1344
2256,24,excluded_rated,
2257,17,excluded_rated,
2258,2,excluded_rated,
2259,201,old_train,1345
2260,49,excluded_rated,
2261,161,new,1346
2262,326,old_train,1347
2263,175,new,1348
2264,83,new,1349
2265,83,new,1350
2266,195,new,1351
2267,74,new,1352
2268,1061,old_train,1353
2269,217,old_train,1354
2270,0,unrated,
2271,76,new,1355
2272,112,new,1356
2273,627,old_train,1357
2274,0,unrated,
2275,71,new,1358
2276,70,new,1359
2277,1,excluded_rated,
2278,806,old_validation,1360
2279,226,old_train,1361
2280,125,new,1362
2281,11,excluded_rated,
2282,316,old_train,1363
2283,61,new,1364
2284,43,excluded_rated,
2285,54,excluded_rated,
2286,43,excluded_rated,
2287,280,old_train,1365
2288,741,old_train,1366
2289,978,old_train,1367
2290,121,new,1368
2291,1473,old_train,1369
2292,20,excluded_rated,
2293,25,excluded_rated,
2294,645,old_validation,1370
2295,74,new,1371
2296,144,new,1372
2297,355,old_validation,1373
2298,15,excluded_rated,
2299,4,excluded_rated,
2300,658,old_train,1374
2301,371,old_validation,1375
2302,1086,old_train,1376
2303,325,old_train,1377
2304,7,excluded_rated,
2305,25,excluded_rated,
2306,90,new,1378
2307,38,excluded_rated,
2308,1,excluded_rated,
2309,2,excluded_rated,
2310,134,new,1379
2311,470,old_train,1380
2312,331,old_validation,1381
2313,457,old_validation,1382
2314,104,new,1383
2315,147,new,1384
2316,236,old_train,1385
2317,8,excluded_rated,
2318,320,old_validation,1386
2319,0,unrated,
2320,187,new,1387
2321,1158,old_validation,1388
2322,290,old_validation,1389
2323,35,excluded_rated,
2324,1152,old_train,1390
2325,119,new,1391
2326,12,excluded_rated,
2327,100,new,1392
2328,173,new,1393
2329,640,old_train,1394
2330,92,new,1395
2331,179,new,1396
2332,8,excluded_rated,
2333,578,old_train,1397
2334,386,old_train,1398
2335,420,old_train,1399
2336,938,old_validation,1400
2337,126,new,1401
2338,295,old_train,1402
2339,27,excluded_rated,
2340,344,old_validation,1403
2341,44,excluded_rated,
2342,11,excluded_rated,
2343,2,excluded_rated,
2344,201,old_train,1404
2345,43,excluded_rated,
2346,300,old_train,1405
2347,95,new,1406
2348,304,old_train,1407
2349,167,new,1408
2350,19,excluded_rated,
2351,111,new,1409
2352,838,old_train,1410
2353,988,old_train,1411
2354,141,new,1412
2355,1703,old_train,1413
2356,96,new,1414
2357,215,old_train,1415
2358,4,excluded_rated,
2359,703,old_train,1416
2360,117,new,1417
2361,158,new,1418
2362,53,excluded_rated,
2363,301,old_train,1419
2364,121,new,1420
2365,136,new,1421
2366,756,old_train,1422
2367,309,old_train,1423
2368,58,excluded_rated,
2369,840,old_train,1424
2370,142,new,1425
2371,599,old_train,1426
2372,238,old_train,1427
2373,189,new,1428
2374,244,old_validation,1429
2375,418,old_train,1430
2376,325,old_train,1431
2377,183,new,1432
2378,413,old_validation,1433
2379,225,old_validation,1434
2380,196,new,1435
2381,174,new,1436
2382,150,new,1437
2383,149,new,1438
2384,523,old_train,1439
2385,146,new,1440
2386,59,excluded_rated,
2387,217,old_validation,1441
2388,15,excluded_rated,
2389,264,old_validation,1442
2390,330,old_train,1443
2391,745,old_train,1444
2392,205,old_train,1445
2393,807,old_train,1446
2394,579,old_train,1447
2395,1220,old_train,1448
2396,2369,old_train,1449
2397,23,excluded_rated,
2398,380,old_train,1450
2399,223,old_validation,1451
2400,43,excluded_rated,
2401,312,old_train,1452
2402,401,old_train,1453
2403,397,old_train,1454
2404,301,old_train,1455
2405,673,old_validation,1456
2406,1345,old_train,1457
2407,1006,old_train,1458
2408,259,old_validation,1459
2409,445,old_train,1460
2410,401,old_train,1461
2411,375,old_validation,1462
2412,274,old_train,1463
2413,443,old_train,1464
2414,379,old_train,1465
2415,15,excluded_rated,
2416,354,old_train,1466
2417,74,new,1467
2418,110,new,1468
2419,69,new,1469
2420,493,old_validation,1470
2421,477,old_validation,1471
2422,286,old_train,1472
2423,515,old_train,1473
2424,838,old_train,1474
2425,58,excluded_rated,
2426,27,excluded_rated,
2427,803,old_train,1475
2428,513,old_train,1476
2429,180,new,1477
2430,144,new,1478
2431,474,old_train,1479
2432,146,new,1480
2433,612,old_train,1481
2434,60,excluded_rated,
2435,99,new,1482
2436,122,new,1483
2437,85,new,1484
2438,1,excluded_rated,
2439,198,new,1485
2440,47,excluded_rated,
2441,26,excluded_rated,
2442,160,new,1486
2443,126,new,1487
2444,5,excluded_rated,
2445,74,new,1488
2446,63,new,1489
2447,266,old_train,1490
2448,189,new,1491
2449,32,excluded_rated,
2450,434,old_train,1492
2451,113,new,1493
2452,19,excluded_rated,
2453,176,new,1494
2454,480,old_train,1495
2455,1071,old_train,1496
2456,284,old_validation,1497
2457,259,old_train,1498
2458,130,new,1499
2459,247,old_validation,1500
2460,116,new,1501
2461,62,new,1502
2462,54,excluded_rated,
2463,475,old_train,1503
2464,8,excluded_rated,
2465,42,excluded_rated,
2466,13,excluded_rated,
2467,324,old_train,1504
2468,374,old_train,1505
2469,506,old_train,1506
2470,912,old_train,1507
2471,414,old_validation,1508
2472,93,new,1509
2473,193,new,1510
2474,343,old_train,1511
2475,140,new,1512
2476,300,old_train,1513
2477,42,excluded_rated,
2478,569,old_validation,1514
2479,44,excluded_rated,
2480,2,excluded_rated,
2481,35,excluded_rated,
2482,30,excluded_rated,
2483,25,excluded_rated,
2484,1,excluded_rated,
2485,410,old_train,1515
2486,9,excluded_rated,
2487,7,excluded_rated,
2488,85,new,1516
2489,0,unrated,
2490,773,old_train,1517
2491,115,new,1518
2492,139,new,1519
2493,28,excluded_rated,
2494,27,excluded_rated,
2495,98,new,1520
2496,360,old_train,1521
2497,170,new,1522
2498,123,new,1523
2499,52,excluded_rated,
2500,119,new,1524
2501,588,old_validation,1525
2502,872,old_train,1526
2503,9,excluded_rated,
2504,181,new,1527
2505,272,old_train,1528
2506,163,new,1529
2507,54,excluded_rated,
2508,0,unrated,
2509,18,excluded_rated,
2510,3,excluded_rated,
2511,82,new,1530
2512,19,excluded_rated,
2513,305,old_train,1531
2514,116,new,1532
2515,52,excluded_rated,
2516,45,excluded_rated,
2517,273,old_train,1533
2518,294,old_validation,1534
2519,96,new,1535
2520,179,new,1536
2521,84,new,1537
2522,79,new,1538
2523,42,excluded_rated,
2524,266,old_train,1539
2525,153,new,1540
2526,131,new,1541
2527,636,old_train,1542
2528,626,old_train,1543
2529,1162,old_train,1544
2530,365,old_train,1545
2531,312,old_train,1546
2532,358,old_validation,1547
2533,463,old_validation,1548
2534,17,excluded_rated,
2535,119,new,1549
2536,37,excluded_rated,
2537,34,excluded_rated,
2538,5,excluded_rated,
2539,616,old_train,1550
2540,156,new,1551
2541,559,old_validation,1552
2542,625,old_validation,1553
2543,2,excluded_rated,
2544,18,excluded_rated,
2545,12,excluded_rated,
2546,169,new,1554
2547,0,unrated,
2548,105,new,1555
2549,175,new,1556
2550,183,new,1557
2551,189,new,1558
2552,37,excluded_rated,
2553,219,old_train,1559
2554,136,new,1560
2555,164,new,1561
2556,1,excluded_rated,
2557,5,excluded_rated,
2558,235,old_train,1562
2559,27,excluded_rated,
2560,171,new,1563
2561,131,new,1564
2562,9,excluded_rated,
2563,1,excluded_rated,
2564,0,unrated,
2565,372,old_validation,1565
2566,40,excluded_rated,
2567,302,old_validation,1566
2568,214,old_train,1567
2569,9,excluded_rated,
2570,102,new,1568
2571,2590,old_train,1569
2572,700,old_train,1570
2573,48,excluded_rated,
2574,199,new,1571
2575,141,new,1572
2576,3,excluded_rated,
2577,28,excluded_rated,
2578,4,excluded_rated,
2579,29,excluded_rated,
2580,723,old_validation,1573
2581,624,old_train,1574
2582,66,new,1575
2583,235,old_train,1576
2584,1,excluded_rated,
2585,48,excluded_rated,
2586,25,excluded_rated,
2587,102,new,1577
